"","country","date","confirmed","recovered","deaths","population","conf_7Days_moving_avg","rec_7Days_moving_avg","deaths_7Days_moving_avg","conf_x10,000pop_rate","rec_x10,000pop_rate","deaths_x10,000pop_rate"
"3569","Nepal",2020-02-12,1,1,0,28832496,1,1,0,1,1,0
"3570","Nepal",2020-02-13,1,1,0,28832496,1,1,0,1,1,0
"3571","Nepal",2020-02-14,1,1,0,28832496,1,1,0,1,1,0
"3572","Nepal",2020-02-15,1,1,0,28832496,1,1,0,1,1,0
"3573","Nepal",2020-02-16,1,1,0,28832496,1,1,0,1,1,0
"3574","Nepal",2020-02-17,1,1,0,28832496,1,1,0,1,1,0
"3575","Nepal",2020-02-18,1,1,0,28832496,1,1,0,1,1,0
"3576","Nepal",2020-02-19,1,1,0,28832496,1,1,0,1,1,0
"3577","Nepal",2020-02-20,1,1,0,28832496,1,1,0,1,1,0
"3578","Nepal",2020-02-21,1,1,0,28832496,1,1,0,1,1,0
"3579","Nepal",2020-02-22,1,1,0,28832496,1,1,0,1,1,0
"3580","Nepal",2020-02-23,1,1,0,28832496,1,1,0,1,1,0
"3581","Nepal",2020-02-24,1,1,0,28832496,1,1,0,1,1,0
"3582","Nepal",2020-02-25,1,1,0,28832496,1,1,0,1,1,0
"3583","Nepal",2020-02-26,1,1,0,28832496,1,1,0,1,1,0
"3584","Nepal",2020-02-27,1,1,0,28832496,1,1,0,1,1,0
"3585","Nepal",2020-02-28,1,1,0,28832496,1,1,0,1,1,0
"3586","Nepal",2020-02-29,1,1,0,28832496,1,1,0,1,1,0
"3587","Nepal",2020-03-01,1,1,0,28832496,1,1,0,1,1,0
"3588","Nepal",2020-03-02,1,1,0,28832496,1,1,0,1,1,0
"3589","Nepal",2020-03-03,1,1,0,28832496,1,1,0,1,1,0
"3590","Nepal",2020-03-04,1,1,0,28832496,1,1,0,1,1,0
"3591","Nepal",2020-03-05,1,1,0,28832496,1,1,0,1,1,0
"3592","Nepal",2020-03-06,1,1,0,28832496,1,1,0,1,1,0
"3593","Nepal",2020-03-07,1,1,0,28832496,1,1,0,1,1,0
"3594","Nepal",2020-03-08,1,1,0,28832496,1,1,0,1,1,0
"3595","Nepal",2020-03-09,1,1,0,28832496,1,1,0,1,1,0
"3596","Nepal",2020-03-10,1,1,0,28832496,1,1,0,1,1,0
"3597","Nepal",2020-03-11,1,1,0,28832496,1,1,0,1,1,0
"3598","Nepal",2020-03-12,1,1,0,28832496,1,1,0,1,1,0
"3599","Nepal",2020-03-13,1,1,0,28832496,1,1,0,1,1,0
"3600","Nepal",2020-03-14,1,1,0,28832496,1,1,0,1,1,0
"3601","Nepal",2020-03-15,1,1,0,28832496,1,1,0,1,1,0
"3602","Nepal",2020-03-16,1,1,0,28832496,1,1,0,1,1,0
"3603","Nepal",2020-03-17,1,1,0,28832496,1,1,0,1,1,0
"3604","Nepal",2020-03-18,1,1,0,28832496,1,1,0,1,1,0
"3605","Nepal",2020-03-19,1,1,0,28832496,1,1,0,1,1,0
"3606","Nepal",2020-03-20,1,1,0,28832496,1,1,0,1,1,0
"3607","Nepal",2020-03-21,1,1,0,28832496,NA,NA,NA,NA,NA,NA
"3608","Netherlands",2020-02-27,1,0,0,17344874,3,0,0,1,0,0
"3609","Netherlands",2020-02-28,1,0,0,17344874,5,0,0,1,0,0
"3610","New Zealand",2020-02-28,1,0,0,4979200,1,0,0,1,0,0
"3611","New Zealand",2020-02-29,1,0,0,4979200,1,0,0,1,0,0
"3612","New Zealand",2020-03-01,1,0,0,4979200,1,0,0,1,0,0
"3613","New Zealand",2020-03-02,1,0,0,4979200,2,0,0,1,0,0
"3614","New Zealand",2020-03-03,1,0,0,4979200,2,0,0,1,0,0
"3615","Nicaragua",2020-03-19,1,0,0,6663924,1,0,0,1,0,0
"3616","Nicaragua",2020-03-20,1,0,0,6663924,1,0,0,1,0,0
"3617","Niger",2020-03-20,1,0,0,23443393,1,0,0,1,0,0
"3618","Niger",2020-03-21,1,0,0,23443393,NA,NA,NA,NA,NA,NA
"3619","Nigeria",2020-02-28,1,0,0,203304492,1,0,0,1,0,0
"3620","Nigeria",2020-02-29,1,0,0,203304492,1,0,0,1,0,0
"3621","Nigeria",2020-03-01,1,0,0,203304492,1,0,0,1,0,0
"3622","Nigeria",2020-03-02,1,0,0,203304492,1,0,0,1,0,0
"3623","Nigeria",2020-03-03,1,0,0,203304492,1,0,0,1,0,0
"3624","Nigeria",2020-03-04,1,0,0,203304492,1,0,0,1,0,0
"3625","Nigeria",2020-03-05,1,0,0,203304492,1,0,0,1,0,0
"3626","Nigeria",2020-03-06,1,0,0,203304492,1,0,0,1,0,0
"3627","Nigeria",2020-03-07,1,0,0,203304492,1,0,0,1,0,0
"3628","Nigeria",2020-03-08,1,0,0,203304492,1,0,0,1,0,0
"3629","North Macedonia",2020-02-26,1,0,0,1876262,1,0,0,1,0,0
"3630","North Macedonia",2020-02-27,1,0,0,1876262,1,0,0,1,0,0
"3631","North Macedonia",2020-02-28,1,0,0,1876262,1,0,0,1,0,0
"3632","North Macedonia",2020-02-29,1,0,0,1876262,1,0,0,1,0,0
"3633","North Macedonia",2020-03-01,1,0,0,1876262,1,0,0,1,0,0
"3634","North Macedonia",2020-03-02,1,0,0,1876262,1,0,0,1,0,0
"3635","North Macedonia",2020-03-03,1,0,0,1876262,1,0,0,1,0,0
"3636","North Macedonia",2020-03-04,1,0,0,1876262,2,0,0,1,0,0
"3637","North Macedonia",2020-03-05,1,0,0,1876262,2,0,0,1,0,0
"3638","Norway",2020-02-26,1,0,0,5347896,3,0,0,1,0,0
"3639","Norway",2020-02-27,1,0,0,5347896,6,0,0,1,0,0
"3640","Panama",2020-03-10,1,0,0,4232532,7,0,0,1,0,1
"3641","Papua New Guinea",2020-03-20,1,0,0,9542486,1,0,0,1,0,0
"3642","Papua New Guinea",2020-03-21,1,0,0,9542486,NA,NA,NA,NA,NA,NA
"3643","Papua New Guinea",2020-03-22,1,0,0,9542486,NA,NA,NA,NA,NA,NA
"3644","Papua New Guinea",2020-03-23,1,0,0,9542486,NA,NA,NA,NA,NA,NA
"3645","Paraguay",2020-03-08,1,0,0,6530026,1,0,0,1,0,0
"3646","Paraguay",2020-03-09,1,0,0,6530026,2,0,0,1,0,0
"3647","Paraguay",2020-03-10,1,0,0,6530026,3,0,0,1,0,0
"3648","Peru",2020-03-06,1,0,0,32824861,2,0,0,1,0,0
"3649","Peru",2020-03-07,1,0,0,32824861,4,0,0,1,0,0
"3650","Philippines",2020-01-30,1,0,0,110380804,1,0,0,1,0,1
"3651","Philippines",2020-01-31,1,0,0,110380804,1,0,0,1,0,1
"3652","Philippines",2020-02-01,1,0,0,110380804,1,0,0,1,0,1
"3653","Poland",2020-03-04,1,0,0,37965475,2,0,0,1,0,0
"3654","Poland",2020-03-05,1,0,0,37965475,3,0,0,1,0,0
"3655","Qatar",2020-02-29,1,0,0,2807235,2,0,0,1,0,0
"3656","Romania",2020-02-26,1,0,0,19371648,1,0,0,1,0,0
"3657","Romania",2020-02-27,1,0,0,19371648,2,0,0,1,0,0
"3658","Rwanda",2020-03-14,1,0,0,12835028,2,0,0,1,0,0
"3659","Rwanda",2020-03-15,1,0,0,12835028,3,0,0,1,0,0
"3660","Saint Lucia",2020-03-14,1,0,0,178583,1,0,0,1,0,0
"3661","Saint Vincent and the Grenadines",2020-03-14,1,0,0,104924,1,0,0,1,0,0
"3662","Saint Vincent and the Grenadines",2020-03-15,1,0,0,104924,1,0,0,1,0,0
"3663","Saint Vincent and the Grenadines",2020-03-16,1,0,0,104924,1,0,0,1,0,0
"3664","Saint Vincent and the Grenadines",2020-03-17,1,0,0,104924,1,0,0,1,0,0
"3665","Saint Vincent and the Grenadines",2020-03-18,1,0,0,104924,1,0,0,1,0,0
"3666","Saint Vincent and the Grenadines",2020-03-19,1,0,0,104924,1,0,0,1,0,0
"3667","Saint Vincent and the Grenadines",2020-03-20,1,0,0,104924,1,0,0,1,0,0
"3668","Saint Vincent and the Grenadines",2020-03-21,1,0,0,104924,NA,NA,NA,NA,NA,NA
"3669","Saint Vincent and the Grenadines",2020-03-22,1,0,0,104924,NA,NA,NA,NA,NA,NA
"3670","Saint Vincent and the Grenadines",2020-03-23,1,0,0,104924,NA,NA,NA,NA,NA,NA
"3671","San Marino",2020-02-27,1,0,0,34178,1,0,0,1,0,0
"3672","San Marino",2020-02-28,1,0,0,34178,2,0,0,1,0,0
"3673","San Marino",2020-02-29,1,0,0,34178,3,0,0,1,0,1
"3674","San Marino",2020-03-01,1,0,0,34178,5,0,0,2,0,1
"3675","Saudi Arabia",2020-03-02,1,0,0,35827362,1,0,0,1,0,0
"3676","Saudi Arabia",2020-03-03,1,0,0,35827362,2,0,0,1,0,0
"3677","Saudi Arabia",2020-03-04,1,0,0,35827362,3,0,0,1,0,0
"3678","Senegal",2020-03-02,1,0,0,16000781,2,0,0,1,0,0
"3679","Serbia",2020-03-06,1,0,0,6945235,1,0,0,1,0,0
"3680","Serbia",2020-03-07,1,0,0,6945235,1,0,0,1,0,0
"3681","Serbia",2020-03-08,1,0,0,6945235,3,0,0,1,0,0
"3682","Serbia",2020-03-09,1,0,0,6945235,6,0,0,1,0,0
"3683","Singapore",2020-01-23,1,0,0,5703569,NA,NA,NA,NA,NA,NA
"3684","Slovakia",2020-03-06,1,0,0,5454147,1,0,0,1,0,0
"3685","Slovakia",2020-03-07,1,0,0,5454147,2,0,0,1,0,0
"3686","Somalia",2020-03-16,1,0,0,15981300,1,0,0,1,0,0
"3687","Somalia",2020-03-17,1,0,0,15981300,1,0,0,1,0,0
"3688","Somalia",2020-03-18,1,0,0,15981300,1,0,0,1,0,0
"3689","Somalia",2020-03-19,1,0,0,15981300,1,0,0,1,0,0
"3690","Somalia",2020-03-20,1,0,0,15981300,1,0,0,1,0,0
"3691","Somalia",2020-03-21,1,0,0,15981300,NA,NA,NA,NA,NA,NA
"3692","Somalia",2020-03-22,1,0,0,15981300,NA,NA,NA,NA,NA,NA
"3693","Somalia",2020-03-23,1,0,0,15981300,NA,NA,NA,NA,NA,NA
"3694","South Africa",2020-03-05,1,0,0,58087055,1,0,0,1,0,0
"3695","South Africa",2020-03-06,1,0,0,58087055,1,0,0,1,0,0
"3696","South Africa",2020-03-07,1,0,0,58087055,2,0,0,1,0,0
"3697","Spain",2020-02-01,1,0,0,47134837,1,0,0,1,0,0
"3698","Spain",2020-02-02,1,0,0,47134837,1,0,0,1,0,0
"3699","Spain",2020-02-03,1,0,0,47134837,1,0,0,1,0,0
"3700","Spain",2020-02-04,1,0,0,47134837,1,0,0,1,0,0
"3701","Spain",2020-02-05,1,0,0,47134837,1,0,0,1,0,0
"3702","Spain",2020-02-06,1,0,0,47134837,1,0,0,1,0,0
"3703","Spain",2020-02-07,1,0,0,47134837,1,0,0,1,0,0
"3704","Spain",2020-02-08,1,0,0,47134837,1,0,0,1,0,0
"3705","Sri Lanka",2020-01-27,1,0,0,21803000,1,0,0,1,0,0
"3706","Sri Lanka",2020-01-28,1,0,0,21803000,1,0,0,1,0,0
"3707","Sri Lanka",2020-01-29,1,0,0,21803000,1,0,0,1,0,0
"3708","Sri Lanka",2020-01-30,1,0,0,21803000,1,0,0,1,0,0
"3709","Sri Lanka",2020-01-31,1,0,0,21803000,1,0,0,1,0,0
"3710","Sri Lanka",2020-02-01,1,0,0,21803000,1,0,0,1,0,0
"3711","Sri Lanka",2020-02-02,1,0,0,21803000,1,0,0,1,0,0
"3712","Sri Lanka",2020-02-03,1,0,0,21803000,1,0,0,1,0,0
"3713","Sri Lanka",2020-02-04,1,0,0,21803000,1,0,0,1,0,0
"3714","Sri Lanka",2020-02-05,1,0,0,21803000,1,0,0,1,1,0
"3715","Sri Lanka",2020-02-06,1,0,0,21803000,1,0,0,1,1,0
"3716","Sri Lanka",2020-02-07,1,0,0,21803000,1,0,0,1,1,0
"3717","Sri Lanka",2020-02-08,1,1,0,21803000,1,1,0,1,1,0
"3718","Sri Lanka",2020-02-09,1,1,0,21803000,1,1,0,1,1,0
"3719","Sri Lanka",2020-02-10,1,1,0,21803000,1,1,0,1,1,0
"3720","Sri Lanka",2020-02-11,1,1,0,21803000,1,1,0,1,1,0
"3721","Sri Lanka",2020-02-12,1,1,0,21803000,1,1,0,1,1,0
"3722","Sri Lanka",2020-02-13,1,1,0,21803000,1,1,0,1,1,0
"3723","Sri Lanka",2020-02-14,1,1,0,21803000,1,1,0,1,1,0
"3724","Sri Lanka",2020-02-15,1,1,0,21803000,1,1,0,1,1,0
"3725","Sri Lanka",2020-02-16,1,1,0,21803000,1,1,0,1,1,0
"3726","Sri Lanka",2020-02-17,1,1,0,21803000,1,1,0,1,1,0
"3727","Sri Lanka",2020-02-18,1,1,0,21803000,1,1,0,1,1,0
"3728","Sri Lanka",2020-02-19,1,1,0,21803000,1,1,0,1,1,0
"3729","Sri Lanka",2020-02-20,1,1,0,21803000,1,1,0,1,1,0
"3730","Sri Lanka",2020-02-21,1,1,0,21803000,1,1,0,1,1,0
"3731","Sri Lanka",2020-02-22,1,1,0,21803000,1,1,0,1,1,0
"3732","Sri Lanka",2020-02-23,1,1,0,21803000,1,1,0,1,1,0
"3733","Sri Lanka",2020-02-24,1,1,0,21803000,1,1,0,1,1,0
"3734","Sri Lanka",2020-02-25,1,1,0,21803000,1,1,0,1,1,0
"3735","Sri Lanka",2020-02-26,1,1,0,21803000,1,1,0,1,1,0
"3736","Sri Lanka",2020-02-27,1,1,0,21803000,1,1,0,1,1,0
"3737","Sri Lanka",2020-02-28,1,1,0,21803000,1,1,0,1,1,0
"3738","Sri Lanka",2020-02-29,1,1,0,21803000,1,1,0,1,1,0
"3739","Sri Lanka",2020-03-01,1,1,0,21803000,1,1,0,1,1,0
"3740","Sri Lanka",2020-03-02,1,1,0,21803000,1,1,0,1,1,0
"3741","Sri Lanka",2020-03-03,1,1,0,21803000,1,1,0,1,1,0
"3742","Sri Lanka",2020-03-04,1,1,0,21803000,1,1,0,1,1,0
"3743","Sri Lanka",2020-03-05,1,1,0,21803000,1,1,0,1,1,0
"3744","Sri Lanka",2020-03-06,1,1,0,21803000,1,1,0,1,1,0
"3745","Sri Lanka",2020-03-07,1,1,0,21803000,1,1,0,1,1,0
"3746","Sri Lanka",2020-03-08,1,1,0,21803000,1,1,0,1,1,0
"3747","Sri Lanka",2020-03-09,1,1,0,21803000,1,1,0,1,1,0
"3748","Sri Lanka",2020-03-10,1,1,0,21803000,2,1,0,1,1,0
"3749","Sudan",2020-03-13,1,0,1,43232093,1,0,1,1,0,1
"3750","Sudan",2020-03-14,1,0,1,43232093,1,0,1,1,0,1
"3751","Sudan",2020-03-15,1,0,1,43232093,1,0,1,1,0,1
"3752","Sudan",2020-03-16,1,0,1,43232093,1,0,1,1,0,1
"3753","Sudan",2020-03-17,1,0,1,43232093,1,0,1,1,0,1
"3754","Suriname",2020-03-14,1,0,0,600301,1,0,0,1,0,0
"3755","Suriname",2020-03-15,1,0,0,600301,1,0,0,1,0,0
"3756","Suriname",2020-03-16,1,0,0,600301,1,0,0,1,0,0
"3757","Suriname",2020-03-17,1,0,0,600301,1,0,0,1,0,0
"3758","Suriname",2020-03-18,1,0,0,600301,2,0,0,1,0,0
"3759","Suriname",2020-03-19,1,0,0,600301,2,0,0,1,0,0
"3760","Sweden",2020-01-31,1,0,0,10278887,1,0,0,1,0,0
"3761","Sweden",2020-02-01,1,0,0,10278887,1,0,0,1,0,0
"3762","Sweden",2020-02-02,1,0,0,10278887,1,0,0,1,0,0
"3763","Sweden",2020-02-03,1,0,0,10278887,1,0,0,1,0,0
"3764","Sweden",2020-02-04,1,0,0,10278887,1,0,0,1,0,0
"3765","Sweden",2020-02-05,1,0,0,10278887,1,0,0,1,0,0
"3766","Sweden",2020-02-06,1,0,0,10278887,1,0,0,1,0,0
"3767","Sweden",2020-02-07,1,0,0,10278887,1,0,0,1,0,0
"3768","Sweden",2020-02-08,1,0,0,10278887,1,0,0,1,0,0
"3769","Sweden",2020-02-09,1,0,0,10278887,1,0,0,1,0,0
"3770","Sweden",2020-02-10,1,0,0,10278887,1,0,0,1,0,0
"3771","Sweden",2020-02-11,1,0,0,10278887,1,0,0,1,0,0
"3772","Sweden",2020-02-12,1,0,0,10278887,1,0,0,1,0,0
"3773","Sweden",2020-02-13,1,0,0,10278887,1,0,0,1,0,0
"3774","Sweden",2020-02-14,1,0,0,10278887,1,0,0,1,0,0
"3775","Sweden",2020-02-15,1,0,0,10278887,1,0,0,1,0,0
"3776","Sweden",2020-02-16,1,0,0,10278887,1,0,0,1,0,0
"3777","Sweden",2020-02-17,1,0,0,10278887,1,0,0,1,0,0
"3778","Sweden",2020-02-18,1,0,0,10278887,1,0,0,1,0,0
"3779","Sweden",2020-02-19,1,0,0,10278887,1,0,0,1,0,0
"3780","Sweden",2020-02-20,1,0,0,10278887,1,0,0,1,0,0
"3781","Sweden",2020-02-21,1,0,0,10278887,1,0,0,1,0,0
"3782","Sweden",2020-02-22,1,0,0,10278887,1,0,0,1,0,0
"3783","Sweden",2020-02-23,1,0,0,10278887,1,0,0,1,0,0
"3784","Sweden",2020-02-24,1,0,0,10278887,2,0,0,1,0,0
"3785","Sweden",2020-02-25,1,0,0,10278887,3,0,0,1,0,0
"3786","Switzerland",2020-02-25,1,0,0,8575280,3,0,0,1,0,0
"3787","Switzerland",2020-02-26,1,0,0,8575280,5,0,0,1,0,0
"3788","Syria",2020-03-22,1,0,0,20098251,NA,NA,NA,NA,NA,NA
"3789","Syria",2020-03-23,1,0,0,20098251,NA,NA,NA,NA,NA,NA
"3790","Taiwan",2020-01-22,1,0,0,23600000,NA,NA,NA,NA,NA,NA
"3791","Taiwan",2020-01-23,1,0,0,23600000,NA,NA,NA,NA,NA,NA
"3792","Tanzania",2020-03-16,1,0,0,59872579,2,0,0,1,0,0
"3793","Tanzania",2020-03-17,1,0,0,59872579,2,0,0,1,0,0
"3794","TimorLeste",2020-03-22,1,0,0,1280000,NA,NA,NA,NA,NA,NA
"3795","TimorLeste",2020-03-23,1,0,0,1280000,NA,NA,NA,NA,NA,NA
"3796","Togo",2020-03-06,1,0,0,8243094,1,0,0,1,0,0
"3797","Togo",2020-03-07,1,0,0,8243094,1,0,0,1,0,0
"3798","Togo",2020-03-08,1,0,0,8243094,1,0,0,1,0,0
"3799","Togo",2020-03-09,1,0,0,8243094,1,0,0,1,0,0
"3800","Togo",2020-03-10,1,0,0,8243094,1,0,0,1,0,0
"3801","Togo",2020-03-11,1,0,0,8243094,1,0,0,1,0,0
"3802","Togo",2020-03-12,1,0,0,8243094,1,0,0,1,0,0
"3803","Togo",2020-03-13,1,0,0,8243094,1,0,0,1,0,0
"3804","Togo",2020-03-14,1,0,0,8243094,1,0,0,1,0,0
"3805","Togo",2020-03-15,1,0,0,8243094,1,0,0,1,0,0
"3806","Togo",2020-03-16,1,0,0,8243094,1,0,0,1,0,0
"3807","Togo",2020-03-17,1,0,0,8243094,2,0,0,1,1,0
"3808","Togo",2020-03-18,1,0,0,8243094,4,0,0,1,1,0
"3809","Togo",2020-03-19,1,0,0,8243094,6,0,0,1,1,0
"3810","Tunisia",2020-03-04,1,0,0,12049314,1,0,0,1,0,0
"3811","Tunisia",2020-03-05,1,0,0,12049314,1,0,0,1,0,0
"3812","Tunisia",2020-03-06,1,0,0,12049314,1,0,0,1,0,0
"3813","Tunisia",2020-03-07,1,0,0,12049314,2,0,0,1,0,0
"3814","Turkey",2020-03-11,1,0,0,82579440,2,0,0,1,0,0
"3815","Turkey",2020-03-12,1,0,0,82579440,3,0,0,1,0,0
"3816","US",2020-01-22,1,0,0,328329953,NA,NA,NA,NA,NA,NA
"3817","US",2020-01-23,1,0,0,328329953,NA,NA,NA,NA,NA,NA
"3818","Uganda",2020-03-21,1,0,0,42949080,NA,NA,NA,NA,NA,NA
"3819","Uganda",2020-03-22,1,0,0,42949080,NA,NA,NA,NA,NA,NA
"3820","Uganda",2020-03-23,1,0,0,42949080,NA,NA,NA,NA,NA,NA
"3821","Ukraine",2020-03-03,1,0,0,44474512,1,0,0,1,0,0
"3822","Ukraine",2020-03-04,1,0,0,44474512,1,0,0,1,0,0
"3823","Ukraine",2020-03-05,1,0,0,44474512,1,0,0,1,0,0
"3824","Ukraine",2020-03-06,1,0,0,44474512,1,0,0,1,0,0
"3825","Ukraine",2020-03-07,1,0,0,44474512,1,0,0,1,0,0
"3826","Ukraine",2020-03-08,1,0,0,44474512,1,0,0,1,0,0
"3827","Ukraine",2020-03-09,1,0,0,44474512,1,0,0,1,0,0
"3828","Ukraine",2020-03-10,1,0,0,44474512,1,0,0,1,0,1
"3829","Ukraine",2020-03-11,1,0,0,44474512,2,0,0,1,0,1
"3830","Ukraine",2020-03-12,1,0,0,44474512,2,0,0,1,0,1
"3831","Uzbekistan",2020-03-15,1,0,0,33580350,5,0,0,1,0,0
"3832","Zimbabwe",2020-03-20,1,0,0,15354608,1,0,0,1,0,0
"3833","Afghanistan",2020-01-22,0,0,0,37769499,NA,NA,NA,NA,NA,NA
"3834","Afghanistan",2020-01-23,0,0,0,37769499,NA,NA,NA,NA,NA,NA
"3835","Afghanistan",2020-01-24,0,0,0,37769499,NA,NA,NA,NA,NA,NA
"3836","Afghanistan",2020-01-25,0,0,0,37769499,0,0,0,0,0,0
"3837","Afghanistan",2020-01-26,0,0,0,37769499,0,0,0,0,0,0
"3838","Afghanistan",2020-01-27,0,0,0,37769499,0,0,0,0,0,0
"3839","Afghanistan",2020-01-28,0,0,0,37769499,0,0,0,0,0,0
"3840","Afghanistan",2020-01-29,0,0,0,37769499,0,0,0,0,0,0
"3841","Afghanistan",2020-01-30,0,0,0,37769499,0,0,0,0,0,0
"3842","Afghanistan",2020-01-31,0,0,0,37769499,0,0,0,0,0,0
"3843","Afghanistan",2020-02-01,0,0,0,37769499,0,0,0,0,0,0
"3844","Afghanistan",2020-02-02,0,0,0,37769499,0,0,0,0,0,0
"3845","Afghanistan",2020-02-03,0,0,0,37769499,0,0,0,0,0,0
"3846","Afghanistan",2020-02-04,0,0,0,37769499,0,0,0,0,0,0
"3847","Afghanistan",2020-02-05,0,0,0,37769499,0,0,0,0,0,0
"3848","Afghanistan",2020-02-06,0,0,0,37769499,0,0,0,0,0,0
"3849","Afghanistan",2020-02-07,0,0,0,37769499,0,0,0,0,0,0
"3850","Afghanistan",2020-02-08,0,0,0,37769499,0,0,0,0,0,0
"3851","Afghanistan",2020-02-09,0,0,0,37769499,0,0,0,0,0,0
"3852","Afghanistan",2020-02-10,0,0,0,37769499,0,0,0,0,0,0
"3853","Afghanistan",2020-02-11,0,0,0,37769499,0,0,0,0,0,0
"3854","Afghanistan",2020-02-12,0,0,0,37769499,0,0,0,0,0,0
"3855","Afghanistan",2020-02-13,0,0,0,37769499,0,0,0,0,0,0
"3856","Afghanistan",2020-02-14,0,0,0,37769499,0,0,0,0,0,0
"3857","Afghanistan",2020-02-15,0,0,0,37769499,0,0,0,0,0,0
"3858","Afghanistan",2020-02-16,0,0,0,37769499,0,0,0,0,0,0
"3859","Afghanistan",2020-02-17,0,0,0,37769499,0,0,0,0,0,0
"3860","Afghanistan",2020-02-18,0,0,0,37769499,0,0,0,0,0,0
"3861","Afghanistan",2020-02-19,0,0,0,37769499,0,0,0,0,0,0
"3862","Afghanistan",2020-02-20,0,0,0,37769499,0,0,0,0,0,0
"3863","Afghanistan",2020-02-21,0,0,0,37769499,0,0,0,1,0,0
"3864","Afghanistan",2020-02-22,0,0,0,37769499,0,0,0,1,0,0
"3865","Afghanistan",2020-02-23,0,0,0,37769499,0,0,0,1,0,0
"3866","Albania",2020-01-22,0,0,0,2854191,NA,NA,NA,NA,NA,NA
"3867","Albania",2020-01-23,0,0,0,2854191,NA,NA,NA,NA,NA,NA
"3868","Albania",2020-01-24,0,0,0,2854191,NA,NA,NA,NA,NA,NA
"3869","Albania",2020-01-25,0,0,0,2854191,0,0,0,0,0,0
"3870","Albania",2020-01-26,0,0,0,2854191,0,0,0,0,0,0
"3871","Albania",2020-01-27,0,0,0,2854191,0,0,0,0,0,0
"3872","Albania",2020-01-28,0,0,0,2854191,0,0,0,0,0,0
"3873","Albania",2020-01-29,0,0,0,2854191,0,0,0,0,0,0
"3874","Albania",2020-01-30,0,0,0,2854191,0,0,0,0,0,0
"3875","Albania",2020-01-31,0,0,0,2854191,0,0,0,0,0,0
"3876","Albania",2020-02-01,0,0,0,2854191,0,0,0,0,0,0
"3877","Albania",2020-02-02,0,0,0,2854191,0,0,0,0,0,0
"3878","Albania",2020-02-03,0,0,0,2854191,0,0,0,0,0,0
"3879","Albania",2020-02-04,0,0,0,2854191,0,0,0,0,0,0
"3880","Albania",2020-02-05,0,0,0,2854191,0,0,0,0,0,0
"3881","Albania",2020-02-06,0,0,0,2854191,0,0,0,0,0,0
"3882","Albania",2020-02-07,0,0,0,2854191,0,0,0,0,0,0
"3883","Albania",2020-02-08,0,0,0,2854191,0,0,0,0,0,0
"3884","Albania",2020-02-09,0,0,0,2854191,0,0,0,0,0,0
"3885","Albania",2020-02-10,0,0,0,2854191,0,0,0,0,0,0
"3886","Albania",2020-02-11,0,0,0,2854191,0,0,0,0,0,0
"3887","Albania",2020-02-12,0,0,0,2854191,0,0,0,0,0,0
"3888","Albania",2020-02-13,0,0,0,2854191,0,0,0,0,0,0
"3889","Albania",2020-02-14,0,0,0,2854191,0,0,0,0,0,0
"3890","Albania",2020-02-15,0,0,0,2854191,0,0,0,0,0,0
"3891","Albania",2020-02-16,0,0,0,2854191,0,0,0,0,0,0
"3892","Albania",2020-02-17,0,0,0,2854191,0,0,0,0,0,0
"3893","Albania",2020-02-18,0,0,0,2854191,0,0,0,0,0,0
"3894","Albania",2020-02-19,0,0,0,2854191,0,0,0,0,0,0
"3895","Albania",2020-02-20,0,0,0,2854191,0,0,0,0,0,0
"3896","Albania",2020-02-21,0,0,0,2854191,0,0,0,0,0,0
"3897","Albania",2020-02-22,0,0,0,2854191,0,0,0,0,0,0
"3898","Albania",2020-02-23,0,0,0,2854191,0,0,0,0,0,0
"3899","Albania",2020-02-24,0,0,0,2854191,0,0,0,0,0,0
"3900","Albania",2020-02-25,0,0,0,2854191,0,0,0,0,0,0
"3901","Albania",2020-02-26,0,0,0,2854191,0,0,0,0,0,0
"3902","Albania",2020-02-27,0,0,0,2854191,0,0,0,0,0,0
"3903","Albania",2020-02-28,0,0,0,2854191,0,0,0,0,0,0
"3904","Albania",2020-02-29,0,0,0,2854191,0,0,0,0,0,0
"3905","Albania",2020-03-01,0,0,0,2854191,0,0,0,0,0,0
"3906","Albania",2020-03-02,0,0,0,2854191,0,0,0,0,0,0
"3907","Albania",2020-03-03,0,0,0,2854191,0,0,0,0,0,0
"3908","Albania",2020-03-04,0,0,0,2854191,0,0,0,0,0,0
"3909","Albania",2020-03-05,0,0,0,2854191,0,0,0,0,0,0
"3910","Albania",2020-03-06,0,0,0,2854191,0,0,0,1,0,0
"3911","Albania",2020-03-07,0,0,0,2854191,2,0,0,1,0,0
"3912","Albania",2020-03-08,0,0,0,2854191,3,0,0,1,0,1
"3913","Algeria",2020-01-22,0,0,0,42705368,NA,NA,NA,NA,NA,NA
"3914","Algeria",2020-01-23,0,0,0,42705368,NA,NA,NA,NA,NA,NA
"3915","Algeria",2020-01-24,0,0,0,42705368,NA,NA,NA,NA,NA,NA
"3916","Algeria",2020-01-25,0,0,0,42705368,0,0,0,0,0,0
"3917","Algeria",2020-01-26,0,0,0,42705368,0,0,0,0,0,0
"3918","Algeria",2020-01-27,0,0,0,42705368,0,0,0,0,0,0
"3919","Algeria",2020-01-28,0,0,0,42705368,0,0,0,0,0,0
"3920","Algeria",2020-01-29,0,0,0,42705368,0,0,0,0,0,0
